material_type,weight_kg,quality,location,demand_level,historical_price,processing_cost,transportation_distance,month,seller_type,buyer_demand,material_condition,price_per_kg
Plastic,406.9,High,Hyderabad,High,32.76,14.62,136.8,8,Municipal Collector,0.67,Contaminated,18.84
Aluminum,554.7,High,Chennai,Moderate,166.86,10.38,115.7,1,Business,0.47,Mixed,172.87
Copper,883.3,Low,Coimbatore,Low,686.68,12.64,83.6,2,Business,0.36,Contaminated,369.79
Steel,1688.8,Industrial Grade,Mumbai,Moderate,42.29,5.17,74.4,6,Individual,0.49,Baled,55.12
Cardboard,133.9,High,Kolkata,High,13.81,13.52,19.9,5,Business,0.3,Clean,13.44
Plastic,807.2,High,Bengaluru,Moderate,37.12,4.94,100.0,6,Municipal Collector,0.57,Contaminated,26.13
Copper,450.9,Industrial Grade,Chennai,High,610.31,10.0,56.8,5,Individual,0.95,Contaminated,632.7
Copper,272.1,High,Delhi,High,642.23,4.36,53.6,9,Individual,0.93,Baled,885.26
Paper,1253.1,Low,Ahmedabad,High,12.78,5.45,58.5,11,Industrial Recycler,0.86,Sorted,8.14
Aluminum,615.2,Medium,Delhi,Moderate,179.38,12.21,109.6,8,Individual,0.35,Contaminated,118.42
Other,808.1,Industrial Grade,Pune,High,14.57,7.01,31.4,3,Business,0.6,Sorted,19.37
Textile,1203.0,Low,Delhi,Low,27.97,9.0,84.7,7,Individual,0.68,Contaminated,11.2
Plastic,182.1,Industrial Grade,Kolkata,Low,33.43,12.55,117.6,10,Municipal Collector,0.36,Clean,30.88
Glass,1142.1,High,Kolkata,High,7.44,13.97,143.9,8,Industrial Recycler,0.54,Contaminated,3.2
Steel,551.1,Low,Hyderabad,High,39.57,2.73,125.0,4,Municipal Collector,0.97,Mixed,28.7
Steel,497.6,Industrial Grade,Pune,Low,39.14,10.62,106.7,1,Municipal Collector,0.89,Clean,40.98
Steel,63.6,High,Chennai,Moderate,44.11,9.4,16.2,4,Individual,0.4,Contaminated,32.06
Steel,371.8,Industrial Grade,Ahmedabad,Low,42.97,7.77,109.8,7,Industrial Recycler,0.31,Contaminated,27.13
Copper,1727.5,Medium,Surat,Low,684.6,2.14,78.0,3,Business,0.78,Clean,716.61
E-waste,571.2,Low,Hyderabad,Low,112.17,5.53,140.1,7,Industrial Recycler,0.56,Baled,80.03
Steel,523.5,Medium,Hyderabad,Low,42.4,11.7,31.6,7,Business,0.89,Mixed,27.4
E-waste,26.3,Industrial Grade,Delhi,Low,118.55,6.83,12.9,3,Municipal Collector,0.49,Sorted,134.03
Copper,430.2,High,Coimbatore,Low,604.79,9.04,45.9,4,Industrial Recycler,0.72,Sorted,694.37
Paper,1124.8,Medium,Hyderabad,High,11.13,9.41,17.3,5,Business,0.99,Baled,10.01
E-waste,61.4,High,Mumbai,Moderate,128.81,11.77,147.2,1,Business,0.65,Clean,152.93
Glass,996.6,Industrial Grade,Pune,High,8.0,8.55,135.0,7,Business,0.84,Sorted,4.67
Aluminum,874.8,Industrial Grade,Mumbai,Low,191.09,8.02,27.0,3,Business,0.37,Mixed,204.69
Plastic,208.7,Medium,Kolkata,Low,35.13,9.91,148.9,9,Individual,0.84,Contaminated,14.0
E-waste,338.5,Medium,Surat,Moderate,123.51,11.27,10.8,7,Industrial Recycler,0.47,Sorted,125.22
Other,241.4,High,Chennai,Low,15.11,13.32,25.7,1,Municipal Collector,0.98,Contaminated,6.0
Copper,360.8,Industrial Grade,Bengaluru,Moderate,635.79,5.64,28.4,5,Industrial Recycler,0.36,Clean,897.52
Steel,115.4,Industrial Grade,Ahmedabad,Moderate,45.17,14.22,139.0,11,Industrial Recycler,0.64,Sorted,49.52
Glass,642.4,Low,Ahmedabad,Moderate,7.76,10.12,79.3,6,Individual,0.36,Mixed,3.2
Textile,233.8,Industrial Grade,Surat,Low,28.89,12.28,13.3,11,Business,0.69,Sorted,27.81
Steel,319.2,High,Surat,Moderate,44.51,4.9,128.8,7,Individual,0.77,Sorted,48.82
Glass,505.0,Industrial Grade,Chennai,Low,8.59,3.41,31.1,2,Municipal Collector,0.58,Mixed,6.87
Textile,237.2,Medium,Pune,Moderate,28.91,8.32,149.5,6,Business,0.63,Mixed,18.54
Paper,1954.1,Industrial Grade,Ahmedabad,Low,11.1,6.16,97.8,3,Individual,0.72,Clean,9.44
Textile,522.8,High,Hyderabad,Moderate,29.16,2.3,35.7,1,Municipal Collector,0.6,Sorted,34.98
Paper,216.6,Medium,Mumbai,High,11.91,13.36,16.8,7,Business,0.59,Clean,8.61
Plastic,599.7,Low,Delhi,High,33.31,5.86,144.7,6,Business,0.96,Contaminated,14.58
E-waste,927.1,Industrial Grade,Delhi,Low,126.2,9.41,137.3,6,Individual,0.69,Baled,149.1
Other,183.7,Medium,Pune,Low,15.58,14.21,148.0,11,Individual,0.82,Clean,6.0
Glass,379.4,High,Ahmedabad,Moderate,7.88,14.61,21.5,6,Individual,0.66,Contaminated,3.2
Aluminum,202.1,Industrial Grade,Surat,Low,171.0,11.69,10.3,2,Municipal Collector,0.79,Contaminated,135.46
Steel,1412.8,Industrial Grade,Hyderabad,Moderate,44.11,2.19,88.6,11,Individual,0.31,Contaminated,35.13
Paper,1044.8,High,Delhi,Low,11.86,12.77,56.0,7,Municipal Collector,0.98,Mixed,4.8
Glass,566.8,High,Pune,Moderate,7.92,4.11,85.1,3,Municipal Collector,0.5,Contaminated,3.2
Textile,170.7,Low,Chennai,High,27.6,10.01,99.2,2,Business,0.65,Baled,20.83
Other,431.0,High,Mumbai,Low,15.12,12.1,35.7,7,Business,0.38,Mixed,8.19
E-waste,78.8,High,Delhi,Moderate,120.15,12.17,141.2,1,Municipal Collector,0.49,Sorted,133.45
Paper,1019.6,Low,Coimbatore,Low,12.56,2.34,9.7,7,Individual,0.89,Mixed,6.38
Cardboard,415.5,Low,Hyderabad,High,14.32,4.5,146.2,9,Municipal Collector,0.88,Sorted,7.28
Other,78.7,Industrial Grade,Bengaluru,Low,14.85,8.72,136.1,7,Municipal Collector,0.37,Contaminated,6.0
Steel,294.6,High,Kolkata,Moderate,39.27,4.65,142.6,3,Industrial Recycler,0.61,Baled,44.86
Other,997.2,Medium,Surat,Low,16.16,11.54,8.7,7,Business,0.74,Clean,11.27
Glass,192.8,Medium,Mumbai,Low,8.36,5.19,82.6,4,Individual,0.85,Contaminated,3.2
Paper,837.1,High,Coimbatore,High,11.25,13.27,147.8,11,Individual,0.95,Sorted,5.87
Copper,29.1,High,Bengaluru,Moderate,692.92,12.98,16.2,2,Industrial Recycler,0.45,Contaminated,565.89
Copper,185.3,Industrial Grade,Ahmedabad,Moderate,637.03,10.94,16.1,11,Business,0.52,Clean,860.32
E-waste,1050.8,Medium,Bengaluru,Moderate,111.0,9.89,87.3,11,Business,0.98,Contaminated,73.9
Glass,409.0,Industrial Grade,Bengaluru,Low,7.61,14.05,112.5,9,Business,0.32,Baled,3.2
Aluminum,70.8,Medium,Hyderabad,Moderate,186.56,4.86,52.5,1,Business,0.96,Contaminated,121.45
Paper,476.1,Low,Pune,High,12.47,5.83,85.0,12,Business,0.65,Mixed,5.38
Cardboard,196.4,Industrial Grade,Hyderabad,Moderate,15.03,11.33,127.7,11,Individual,0.37,Contaminated,5.6
Other,44.7,Low,Delhi,High,15.76,11.71,66.4,8,Municipal Collector,0.74,Contaminated,6.0
Other,1186.0,Industrial Grade,Pune,High,15.93,7.84,123.8,11,Industrial Recycler,0.97,Mixed,13.9
Paper,469.7,Industrial Grade,Delhi,Low,11.86,12.52,21.6,1,Industrial Recycler,0.43,Sorted,8.84
Plastic,1134.2,High,Pune,Low,33.98,3.59,118.0,3,Industrial Recycler,0.31,Contaminated,21.38
Glass,37.6,Medium,Hyderabad,Low,7.63,5.69,14.6,9,Industrial Recycler,0.45,Mixed,3.2
Cardboard,457.1,Low,Surat,Low,13.59,11.83,66.2,11,Business,0.52,Baled,5.6
Plastic,910.0,High,Mumbai,Moderate,35.57,7.89,22.3,7,Business,0.71,Mixed,33.85
Plastic,476.9,High,Ahmedabad,High,32.41,14.57,24.0,5,Business,0.67,Sorted,39.33
Cardboard,903.9,High,Chennai,Low,14.5,12.43,18.8,8,Business,0.49,Sorted,10.23
Glass,1075.9,Industrial Grade,Ahmedabad,Low,8.62,5.88,11.8,10,Industrial Recycler,0.65,Clean,7.98
Copper,301.4,Low,Hyderabad,High,701.33,3.8,124.7,1,Business,0.9,Baled,731.72
Textile,210.6,Medium,Pune,High,29.65,14.14,148.5,9,Individual,0.48,Contaminated,13.55
Aluminum,480.6,High,Mumbai,Moderate,176.53,12.29,104.7,6,Business,0.79,Clean,220.08
Steel,1135.2,Industrial Grade,Bengaluru,High,41.42,14.56,133.7,10,Industrial Recycler,0.61,Clean,56.68
Copper,518.9,Medium,Mumbai,Moderate,607.55,8.28,117.0,6,Municipal Collector,0.84,Baled,653.63
Copper,467.9,Low,Chennai,High,599.37,2.78,145.9,2,Individual,0.45,Baled,592.34
Textile,379.1,Medium,Hyderabad,High,27.16,8.68,115.4,10,Industrial Recycler,0.96,Mixed,20.79
E-waste,75.0,Medium,Hyderabad,High,122.31,7.88,60.9,6,Individual,0.44,Baled,141.61
Textile,548.1,Medium,Bengaluru,Moderate,28.66,13.31,49.5,11,Municipal Collector,0.4,Clean,23.82
Copper,1523.2,High,Bengaluru,High,645.07,10.6,9.1,5,Municipal Collector,0.49,Contaminated,632.96
Cardboard,372.9,High,Bengaluru,Moderate,13.0,8.6,77.8,7,Individual,0.49,Sorted,10.21
Copper,522.7,High,Hyderabad,Low,626.7,4.3,32.5,5,Municipal Collector,0.73,Mixed,591.94
Cardboard,244.6,Industrial Grade,Hyderabad,Low,12.96,2.69,36.8,2,Business,0.49,Clean,14.11
Copper,339.8,High,Delhi,High,689.47,11.54,19.7,7,Municipal Collector,0.49,Sorted,929.9
Plastic,129.1,Medium,Surat,Moderate,35.02,3.23,111.4,5,Industrial Recycler,0.79,Contaminated,18.91
E-waste,491.8,Low,Chennai,High,113.12,13.7,32.2,3,Industrial Recycler,0.31,Contaminated,66.51
E-waste,383.4,Industrial Grade,Mumbai,High,110.59,11.88,29.8,2,Individual,0.55,Sorted,163.43
E-waste,22.8,High,Chennai,High,129.42,9.37,123.7,1,Municipal Collector,0.88,Mixed,143.51
Cardboard,444.4,Medium,Mumbai,High,13.67,8.38,53.7,12,Business,0.68,Contaminated,5.87
E-waste,379.4,Low,Pune,Moderate,125.27,13.59,108.0,5,Business,0.9,Sorted,101.51
Other,272.9,Industrial Grade,Bengaluru,Moderate,14.14,10.57,129.2,7,Business,0.65,Clean,11.33
Plastic,65.6,Industrial Grade,Hyderabad,High,37.11,14.55,97.6,7,Business,0.78,Sorted,43.97
E-waste,231.7,Medium,Pune,Low,115.7,14.29,90.4,7,Industrial Recycler,0.43,Sorted,99.06
Other,374.0,Low,Ahmedabad,High,14.49,12.3,145.4,10,Municipal Collector,0.98,Baled,6.0
E-waste,625.8,Medium,Kolkata,Low,116.23,10.64,95.5,5,Individual,0.5,Mixed,91.87
Paper,2488.0,High,Mumbai,High,11.05,8.35,22.9,10,Individual,0.55,Mixed,9.05
Aluminum,270.9,High,Mumbai,High,170.07,12.0,101.5,9,Industrial Recycler,0.36,Sorted,216.77
Paper,293.9,Medium,Mumbai,Moderate,11.52,14.13,9.7,4,Business,0.77,Contaminated,4.8
Textile,645.9,Industrial Grade,Mumbai,High,28.8,9.33,50.1,10,Industrial Recycler,0.53,Mixed,31.15
Other,488.1,Medium,Delhi,Moderate,14.51,5.96,33.9,9,Individual,0.95,Contaminated,7.0
E-waste,1571.2,Medium,Bengaluru,Moderate,128.35,6.07,69.1,9,Business,0.8,Mixed,111.61
E-waste,880.7,Low,Delhi,Moderate,128.78,9.27,9.0,8,Municipal Collector,0.59,Mixed,90.1
Steel,600.1,Low,Bengaluru,Low,40.61,9.35,83.8,10,Industrial Recycler,0.83,Contaminated,16.8
Textile,80.8,Medium,Ahmedabad,Low,26.01,2.71,71.7,9,Business,0.88,Mixed,16.21
Copper,250.3,Low,Surat,High,610.63,13.24,105.1,8,Industrial Recycler,0.71,Baled,547.55
Cardboard,84.5,High,Kolkata,Low,14.88,3.77,145.3,12,Individual,0.75,Contaminated,5.6
Steel,56.8,Low,Ahmedabad,Low,38.64,3.49,104.7,10,Business,0.72,Sorted,22.6
Copper,61.8,High,Ahmedabad,High,603.79,7.77,125.7,1,Business,0.39,Contaminated,547.7
Textile,572.2,Industrial Grade,Surat,High,26.31,10.56,68.7,11,Industrial Recycler,0.4,Contaminated,19.79
Aluminum,587.6,Medium,Bengaluru,Low,179.31,9.11,112.5,9,Individual,0.5,Contaminated,107.65
Copper,25.1,Industrial Grade,Delhi,Low,641.36,3.4,106.2,7,Industrial Recycler,0.6,Sorted,685.05
Aluminum,525.4,Low,Coimbatore,High,191.32,10.39,48.9,10,Municipal Collector,0.73,Mixed,149.72
Aluminum,1054.5,Low,Mumbai,Moderate,190.25,6.65,147.4,1,Municipal Collector,0.65,Contaminated,108.21
Glass,663.6,Industrial Grade,Bengaluru,High,7.95,9.32,100.1,6,Individual,0.9,Baled,5.69
Steel,96.7,Low,Ahmedabad,Moderate,39.85,9.88,144.6,7,Business,0.8,Sorted,24.04
Cardboard,25.9,Low,Surat,Low,13.78,10.03,55.5,10,Industrial Recycler,0.33,Contaminated,5.6
Steel,352.8,Medium,Ahmedabad,Low,45.23,11.88,74.1,11,Business,0.87,Clean,36.55
Plastic,450.4,High,Delhi,Low,32.41,5.26,14.0,2,Municipal Collector,0.82,Contaminated,20.28
E-waste,673.1,Low,Bengaluru,Low,112.96,7.84,20.6,6,Business,0.75,Baled,86.73
Cardboard,548.2,Medium,Ahmedabad,Moderate,13.24,4.62,46.5,11,Municipal Collector,0.87,Contaminated,6.29
Plastic,301.0,High,Hyderabad,High,34.21,13.61,122.5,1,Business,0.59,Baled,40.7
Cardboard,578.8,High,Hyderabad,High,13.67,8.16,87.7,4,Municipal Collector,0.73,Sorted,13.39
Cardboard,797.9,Medium,Delhi,Moderate,14.04,3.65,87.5,2,Municipal Collector,0.37,Clean,12.03
E-waste,315.7,Medium,Coimbatore,Low,126.3,5.77,124.1,4,Industrial Recycler,0.57,Clean,123.18
Glass,994.4,High,Kolkata,Moderate,8.14,8.73,40.0,10,Business,0.52,Contaminated,3.2
Other,1262.3,High,Surat,Low,15.37,14.8,140.9,8,Business,0.32,Baled,6.39
Textile,456.4,Low,Bengaluru,Moderate,29.9,11.54,84.3,4,Business,0.76,Contaminated,11.2
Aluminum,251.9,Medium,Pune,High,183.24,9.78,142.7,2,Business,0.36,Mixed,190.06
Cardboard,603.0,Industrial Grade,Chennai,Moderate,13.66,4.93,77.0,1,Business,0.63,Contaminated,8.45
Plastic,254.6,High,Kolkata,High,36.33,10.87,129.7,10,Individual,0.69,Clean,42.53
Aluminum,96.9,Industrial Grade,Delhi,Low,178.21,3.79,66.9,12,Individual,0.93,Mixed,168.44
Glass,1124.1,Low,Coimbatore,Moderate,7.65,9.65,38.6,4,Municipal Collector,0.82,Contaminated,3.2
Cardboard,32.9,High,Coimbatore,Low,13.51,7.7,13.2,2,Individual,0.52,Clean,11.54
Other,539.0,Medium,Ahmedabad,High,14.4,3.0,22.7,11,Municipal Collector,0.68,Sorted,14.86
E-waste,57.2,Low,Pune,Moderate,120.52,10.5,47.4,9,Industrial Recycler,0.49,Contaminated,62.12
Cardboard,283.5,High,Surat,Moderate,13.19,4.65,45.6,8,Municipal Collector,0.98,Clean,13.63
Plastic,485.4,Low,Pune,High,37.68,3.85,123.4,12,Business,0.79,Baled,31.39
E-waste,246.7,High,Mumbai,Moderate,128.93,5.91,90.3,5,Business,0.34,Clean,167.61
Other,95.7,Industrial Grade,Delhi,High,14.24,4.67,11.4,8,Municipal Collector,0.6,Mixed,15.11
Aluminum,352.4,Low,Coimbatore,Low,189.45,6.37,114.4,10,Industrial Recycler,0.48,Clean,140.07
Other,1682.4,Medium,Delhi,Moderate,15.74,11.78,139.6,12,Municipal Collector,0.69,Clean,9.12
Paper,262.4,Industrial Grade,Bengaluru,Low,11.5,14.9,72.8,7,Industrial Recycler,0.94,Mixed,4.8
Paper,31.8,Low,Pune,High,11.73,10.0,62.2,10,Industrial Recycler,0.76,Clean,5.08
Other,725.7,High,Mumbai,Moderate,13.82,2.22,69.4,3,Industrial Recycler,0.33,Clean,15.12
Glass,1171.7,Industrial Grade,Coimbatore,High,8.14,5.59,141.1,10,Municipal Collector,0.52,Baled,5.97
Copper,81.7,Industrial Grade,Mumbai,Moderate,613.28,10.19,23.4,8,Industrial Recycler,0.73,Contaminated,514.85
Aluminum,1116.4,Medium,Bengaluru,Low,174.74,7.72,78.5,11,Business,0.69,Clean,168.98
Plastic,481.8,High,Pune,Moderate,34.16,9.81,109.2,9,Business,0.35,Sorted,32.83
E-waste,228.1,High,Hyderabad,High,123.48,12.78,87.7,6,Individual,0.35,Baled,162.92
Textile,409.8,Low,Surat,High,28.68,7.31,53.6,6,Industrial Recycler,0.63,Contaminated,14.0
Paper,410.1,High,Mumbai,Moderate,12.21,2.33,137.2,3,Business,0.87,Contaminated,5.04
Cardboard,737.5,Low,Bengaluru,Moderate,15.02,10.44,115.6,7,Business,0.97,Contaminated,5.6
Plastic,200.0,Industrial Grade,Kolkata,Low,35.11,10.57,93.0,1,Business,0.52,Baled,36.69
Plastic,170.1,Low,Pune,Moderate,32.85,11.73,71.1,4,Individual,0.47,Contaminated,14.0
Textile,1716.9,Low,Pune,Moderate,29.28,4.99,75.2,11,Business,0.46,Clean,21.9
Steel,427.9,Medium,Surat,Low,39.43,6.44,120.4,5,Individual,0.59,Mixed,27.12
Cardboard,94.9,Medium,Bengaluru,Moderate,13.47,3.57,7.2,8,Individual,0.69,Baled,12.0
E-waste,313.5,High,Coimbatore,High,120.29,2.95,29.2,12,Municipal Collector,0.67,Contaminated,108.06
Textile,276.9,Industrial Grade,Kolkata,High,29.78,3.55,108.2,4,Municipal Collector,0.93,Sorted,42.35
Other,2565.5,High,Ahmedabad,High,14.85,11.63,96.5,7,Industrial Recycler,0.83,Clean,14.43
Steel,441.3,Medium,Bengaluru,Low,43.0,6.81,91.1,1,Business,0.57,Baled,37.85
E-waste,504.7,Medium,Chennai,Low,121.23,6.43,48.1,4,Industrial Recycler,0.93,Baled,116.44
Other,40.1,Industrial Grade,Pune,Moderate,16.07,2.55,143.3,3,Municipal Collector,0.92,Sorted,15.68
Plastic,342.7,Industrial Grade,Chennai,Moderate,33.73,3.54,46.3,6,Industrial Recycler,0.61,Baled,42.64
Steel,1682.5,Low,Hyderabad,Low,42.35,3.25,45.4,11,Business,0.66,Sorted,29.89
Steel,1221.0,High,Coimbatore,High,40.01,2.34,125.7,8,Individual,0.96,Baled,52.08
Other,1040.0,Industrial Grade,Ahmedabad,Low,16.01,11.31,138.1,5,Individual,0.38,Mixed,8.61
Textile,90.0,Industrial Grade,Mumbai,High,29.36,14.59,102.0,12,Individual,0.82,Sorted,33.98
Plastic,810.5,High,Mumbai,High,36.55,8.67,96.4,8,Industrial Recycler,0.79,Sorted,43.73
Glass,181.3,High,Hyderabad,High,7.41,13.41,100.9,9,Industrial Recycler,0.74,Mixed,3.2
Aluminum,2001.3,Medium,Hyderabad,Low,179.55,8.11,33.4,11,Municipal Collector,0.43,Contaminated,106.15
E-waste,350.3,Low,Kolkata,High,111.69,2.04,113.7,12,Business,0.69,Contaminated,67.96
Plastic,255.3,Medium,Surat,Moderate,34.15,5.05,96.5,7,Industrial Recycler,0.67,Clean,33.42
Steel,188.3,Low,Ahmedabad,Moderate,41.87,6.64,61.9,11,Municipal Collector,0.37,Contaminated,19.37
Copper,264.3,Low,Hyderabad,Moderate,697.46,4.29,66.6,11,Industrial Recycler,0.76,Mixed,489.85
Glass,378.0,Industrial Grade,Surat,Moderate,7.7,2.38,104.6,7,Municipal Collector,0.45,Contaminated,3.2
Textile,1023.4,High,Pune,Moderate,27.55,7.75,61.7,7,Industrial Recycler,0.94,Baled,29.96
Paper,1994.8,Industrial Grade,Mumbai,Moderate,11.36,9.44,64.4,8,Business,0.44,Contaminated,4.8
Copper,743.1,Low,Coimbatore,Low,692.87,11.16,18.1,7,Business,0.84,Contaminated,338.66
Cardboard,446.1,High,Pune,Low,14.08,4.04,33.8,9,Individual,0.9,Clean,13.3
Plastic,1137.9,Low,Delhi,Moderate,32.28,5.23,85.2,4,Industrial Recycler,0.89,Contaminated,14.54
Cardboard,52.2,High,Coimbatore,Moderate,14.29,2.32,46.0,3,Municipal Collector,0.78,Baled,15.73
Aluminum,377.1,Low,Bengaluru,Moderate,167.8,13.21,132.1,12,Municipal Collector,0.65,Clean,145.43
Textile,512.5,High,Chennai,Low,29.48,7.08,90.3,12,Individual,0.9,Clean,29.3
Glass,661.3,Industrial Grade,Mumbai,Low,8.6,3.3,71.5,5,Business,0.7,Baled,7.21
Textile,609.7,Low,Delhi,High,28.91,5.7,45.4,9,Individual,0.65,Mixed,19.45
Textile,242.1,High,Pune,Low,28.35,7.88,108.6,9,Municipal Collector,0.32,Mixed,18.6
Plastic,835.9,Industrial Grade,Mumbai,Moderate,32.67,10.19,25.8,6,Business,0.69,Sorted,38.98
Plastic,1598.5,Industrial Grade,Bengaluru,High,36.25,8.16,94.4,7,Business,0.7,Baled,50.01
Plastic,24.5,High,Mumbai,Moderate,34.0,3.96,54.0,12,Municipal Collector,0.7,Mixed,30.75
Textile,27.2,High,Kolkata,Low,28.68,6.07,84.1,8,Individual,0.53,Sorted,24.54
E-waste,689.5,High,Delhi,Moderate,124.76,4.11,114.7,3,Business,0.42,Clean,164.16
E-waste,97.1,High,Bengaluru,Moderate,124.78,8.33,121.5,11,Municipal Collector,0.68,Clean,150.14
Textile,720.1,High,Mumbai,High,28.1,10.8,138.7,12,Municipal Collector,0.73,Sorted,31.22
Glass,746.5,Medium,Surat,Moderate,7.96,9.86,58.8,12,Individual,0.45,Contaminated,3.2
Glass,955.1,Medium,Coimbatore,Low,7.45,3.95,65.4,6,Municipal Collector,0.98,Contaminated,3.2
Paper,354.4,Medium,Kolkata,Low,11.94,2.79,53.0,8,Business,0.41,Contaminated,4.8
Glass,60.4,Medium,Hyderabad,Low,7.91,13.85,46.2,5,Business,0.81,Sorted,3.2
Glass,54.1,Industrial Grade,Chennai,Low,7.72,11.5,27.1,10,Individual,0.48,Sorted,3.2
Copper,234.5,Medium,Pune,Low,626.83,9.7,116.9,10,Municipal Collector,0.87,Baled,582.85
Other,1495.3,Industrial Grade,Hyderabad,High,14.15,12.44,18.2,4,Business,0.42,Contaminated,9.33
Aluminum,57.5,Low,Kolkata,High,174.31,8.13,66.7,8,Individual,0.83,Clean,160.58
Plastic,198.0,Industrial Grade,Pune,Moderate,32.64,6.12,126.6,5,Municipal Collector,0.72,Mixed,31.89
Plastic,60.0,Medium,Delhi,Low,33.6,11.04,69.0,9,Individual,0.38,Sorted,24.38
Textile,633.9,Low,Ahmedabad,High,28.52,7.51,55.2,11,Industrial Recycler,0.91,Contaminated,13.53
Plastic,45.8,Industrial Grade,Hyderabad,High,35.48,4.53,57.3,8,Business,0.53,Sorted,46.47
Glass,195.0,Low,Coimbatore,High,7.42,8.22,44.9,11,Industrial Recycler,0.79,Baled,3.2
Paper,152.2,Low,Ahmedabad,Low,11.95,8.37,96.7,10,Business,0.91,Clean,4.8
Cardboard,1344.1,High,Surat,Moderate,14.83,11.57,27.2,12,Business,0.39,Clean,13.99
Textile,279.7,High,Pune,Moderate,29.58,5.61,129.4,2,Business,0.76,Clean,32.79
Aluminum,343.5,Low,Surat,Low,192.69,8.71,141.9,12,Individual,0.58,Sorted,140.03
Aluminum,148.1,High,Mumbai,Low,183.13,2.58,30.0,2,Individual,0.78,Contaminated,132.36
Textile,482.5,Medium,Kolkata,Moderate,29.51,8.06,22.1,6,Industrial Recycler,0.36,Clean,29.47
E-waste,241.4,High,Chennai,High,110.79,10.15,51.0,3,Individual,0.42,Clean,156.51
Aluminum,1117.6,Medium,Hyderabad,Moderate,191.56,10.35,126.4,5,Business,0.43,Sorted,205.99
Steel,369.7,Low,Bengaluru,Moderate,40.16,6.1,25.4,5,Industrial Recycler,0.43,Clean,35.32
Plastic,510.1,Medium,Mumbai,Moderate,34.15,9.52,76.0,2,Municipal Collector,0.75,Sorted,30.84
E-waste,57.2,Medium,Bengaluru,Low,118.73,14.92,87.5,9,Municipal Collector,0.75,Clean,99.16
Paper,645.8,Medium,Chennai,Low,11.94,5.36,117.1,9,Industrial Recycler,0.32,Sorted,5.58
Copper,884.5,Medium,Surat,High,659.19,6.91,59.0,6,Municipal Collector,0.32,Mixed,688.17
Copper,387.2,Low,Ahmedabad,High,617.46,13.74,53.8,6,Municipal Collector,0.55,Clean,633.58
Steel,97.1,Industrial Grade,Ahmedabad,High,41.56,9.49,71.2,10,Business,0.58,Baled,54.62
Plastic,363.3,Low,Ahmedabad,Low,37.4,2.52,63.2,11,Industrial Recycler,0.46,Sorted,25.56
Cardboard,187.2,High,Surat,Moderate,13.25,4.13,91.0,7,Industrial Recycler,0.51,Mixed,9.37
Other,47.9,Medium,Pune,High,15.64,6.02,145.7,1,Individual,0.86,Baled,11.89
E-waste,710.4,Industrial Grade,Bengaluru,Moderate,111.94,5.92,133.0,4,Business,0.47,Contaminated,96.05
Plastic,181.6,Industrial Grade,Bengaluru,Low,32.23,12.08,85.5,11,Individual,0.41,Clean,31.43
Copper,633.8,Industrial Grade,Hyderabad,Low,671.45,12.81,101.9,8,Municipal Collector,0.83,Baled,782.54
Copper,73.7,Industrial Grade,Delhi,Moderate,673.96,12.66,135.2,6,Individual,0.6,Contaminated,592.1
Textile,243.3,High,Hyderabad,Moderate,27.38,5.06,30.8,10,Business,0.65,Sorted,30.16
Aluminum,208.0,Industrial Grade,Bengaluru,Low,178.14,4.75,32.3,8,Individual,0.54,Clean,207.99
Steel,797.8,Industrial Grade,Delhi,Moderate,45.08,2.45,124.1,11,Industrial Recycler,0.6,Contaminated,35.42
Steel,1223.7,Industrial Grade,Chennai,High,44.44,3.32,104.5,6,Municipal Collector,0.86,Baled,66.45
Aluminum,256.9,Medium,Ahmedabad,High,177.17,14.48,75.5,1,Municipal Collector,0.84,Sorted,206.65
Paper,265.2,Industrial Grade,Surat,Low,12.41,12.15,77.8,8,Business,0.89,Sorted,7.48
Glass,520.8,High,Chennai,Moderate,8.27,14.33,6.0,3,Municipal Collector,0.48,Contaminated,3.2
Cardboard,568.9,Industrial Grade,Mumbai,High,13.7,8.37,22.6,1,Municipal Collector,0.92,Mixed,13.8
Glass,1711.4,Low,Coimbatore,Moderate,7.89,5.81,43.7,9,Industrial Recycler,0.61,Mixed,3.2
Paper,75.7,High,Coimbatore,High,11.2,5.23,112.1,9,Industrial Recycler,0.37,Baled,9.84
Steel,781.2,Industrial Grade,Ahmedabad,Moderate,44.71,13.94,94.5,12,Industrial Recycler,0.95,Mixed,43.32
Cardboard,243.2,Industrial Grade,Pune,High,14.31,14.7,26.3,1,Industrial Recycler,0.92,Clean,16.08
Textile,1591.0,High,Delhi,Low,26.91,14.35,8.2,7,Industrial Recycler,0.76,Sorted,21.95
Copper,326.0,Industrial Grade,Mumbai,High,623.35,13.11,79.5,10,Industrial Recycler,0.86,Clean,946.8
Glass,137.2,Industrial Grade,Bengaluru,Moderate,7.87,2.59,77.7,5,Industrial Recycler,0.43,Contaminated,3.44
Paper,46.9,Low,Coimbatore,Moderate,11.93,5.57,100.3,7,Individual,0.85,Clean,4.8
Glass,749.6,High,Pune,High,8.27,5.74,14.2,4,Business,0.88,Contaminated,5.39
Other,969.7,Industrial Grade,Ahmedabad,Moderate,14.63,6.43,6.8,9,Municipal Collector,0.61,Baled,17.04
E-waste,139.1,Industrial Grade,Delhi,Low,121.37,10.59,63.4,5,Individual,0.36,Contaminated,88.37
